,zone_id,E_school_age_population,E_infant_population,E_built_surface_m2,E_population,E_num_schools,E_num_hcs,E_smod_class,E_rwi,probability,name
0,JAM_0001_V2,6729.554407165477,2286.2977878782654,2330069.2352941176,31076.263971026037,4.588235294117647,0.6470588235294118,1.8439611138573078,0.011548442906574394,0.16007579502389194,Clarendon
1,JAM_0002_V2,7099.915137168823,2742.7180764598443,2461485.156862745,34271.75437639274,5.705882352941177,2.2549019607843137,4.681372549019608,0.07618117647058824,0.3792156862745098,Hanover
2,JAM_0003_V2,4237.90902902332,1421.6728189768744,2000646.9607843137,21619.50198349298,3.9019607843137254,1.6470588235294117,1.6501225490196076,0.012526593137254901,0.1383578431372549,Manchester
3,JAM_0004_V2,1436.3618349248873,451.36071387985174,379385.2745098039,7167.250459502725,1.8431372549019607,0.9411764705882353,0.7751977984176127,0.002994037381034286,0.06432748538011696,Portland
4,JAM_0005_V2,4832.974453900375,1520.079842191701,1352787.843137255,27027.810195025275,10.019607843137255,3.333333333333333,0.6523297491039426,0.018818469323213155,0.04237824161922833,Saint Andrew
5,JAM_0006_V2,9746.888527082461,3421.33910066649,4263156.0784313725,48167.32997767131,2.7058823529411766,2.1764705882352944,1.916483605890489,0.03106842405011797,0.15678138475307135,Saint Ann
6,JAM_0007_V2,7430.7820553572155,2614.753987576009,2165873.862745098,38037.173367500305,7.588235294117647,3.6862745098039214,1.0346970063745664,0.012005809731299926,0.08109416606148633,Saint Catherine
7,JAM_0008_V2,8320.506980192427,2883.772318993129,4997235.274509804,42073.419945137175,7.3921568627450975,7.509803921568627,2.625323320817689,0.02276387150604923,0.21510221109720484,Saint Elizabeth
8,JAM_0009_V2,17916.956318920733,6673.692676600288,6817522.7450980395,89685.4469797471,9.784313725490197,14.313725490196079,4.41079241614001,0.10499270782693242,0.3119429590017825,Saint James
9,JAM_0010_V2,4281.556003853679,1525.4708895207036,1342694.8235294118,21213.470408420937,1.2941176470588236,0.43137254901960786,1.5199095022624434,0.010613725490196077,0.11749622926093516,Saint Mary
10,JAM_0011_V2,1547.0828715802406,520.5866219883455,429880.4705882353,7557.944088599261,1.3333333333333333,0.49019607843137253,0.7383345743360635,-0.0014138744105237032,0.06353933978654754,Saint Thomas
11,JAM_0012_V2,5502.452083171583,1982.4550374863195,2454762.7843137253,26840.465067695168,2.4901960784313726,1.0588235294117647,2.7237024221453288,0.03628131487889273,0.23079584775086504,Trelawny
12,JAM_0013_V2,9801.458845507865,3854.531690024862,3658419.9803921566,48015.25372920317,6.431372549019608,7.627450980392156,3.313665710186514,0.03797800095648016,0.273792443806791,Westmoreland
13,JAM_0014_V2,927.3424886067708,352.28125179515166,179944.90196078434,4460.029756433823,1.7450980392156863,0.6470588235294117,1.392156862745098,0.053245098039215684,0.049019607843137254,Kingston
